apply	address	expected_name	expected_name_source	expected_type	expected_length	proposed_name	proposed_type	proposed_length	aggregate_id	confidence	evidence
0	007FB24C	DAT_007fb24c	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={4=12}; sites=00496B30@00496C03 MOV ECX,dword ptr [EDI*0x4 + 0x7fb24c] | 00496B30@00496C27 MOV EDX,dword ptr [EDI*0x4 + 0x7fb24c] | 00496CC0@00496D89 MOV EAX,dword ptr [EBX*0x4 + 0x7fb24c] | 00496CC0@00496DC2 MOV dword ptr [EBX*0x4 + 0x7fb24c],EDI | 00496E40@00496EAD LEA ECX,[ESI*0x4 + 0x7fb24c] | 005825C0@005828D1 MOV EDI,dword ptr [EDI*0x4 + 0x7fb24c] | 00586AF0@00588465 MOV EDX,dword ptr [EBX*0x4 + 0x7fb24c] | 00601500@006016ED MOV ECX,dword ptr [ESI*0x4 + 0x7fb24c] | 00619C70@00619E05 MOV EDI,dword ptr [EBX*0x4 + 0x7fb24c] | 00619C70@0061A362 MOV EDX,dword ptr [EDX*0x4 + 0x7fb24c] | 006406D0@00640F76 MOV EAX,dword ptr [EAX*0x4 + 0x7fb24c] | 006406D0@00641359 MOV EAX,dword ptr [EAX*0x4 + 0x7fb24c]
0	00800BD0	DAT_00800bd0	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={4=3, 5=3}; sites=004E7390@004E749A LEA EAX,[ESI + ESI*0x4 + 0x800bd0] | 004E76E0@004E7840 LEA ECX,[ECX + ECX*0x4 + 0x800bd0] | 004E7980@004E7B41 LEA EDX,[EAX + EAX*0x4 + 0x800bd0]
0	00800EE0	DAT_00800ee0	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={4=3}; sites=0042E210@0042E8F8 TEST dword ptr [EAX*0x4 + 0x800ee0],EDX | 0042F2B0@0042FB56 TEST dword ptr [EAX*0x4 + 0x800ee0],EDX | 00674FB0@0067503C TEST dword ptr [ECX*0x4 + 0x800ee0],EAX
0	00800EF0	DAT_00800ef0	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={4=3}; sites=0042E210@0042E9DF TEST dword ptr [EAX*0x4 + 0x800ef0],EDX | 0042F2B0@0042FCDC TEST dword ptr [EAX*0x4 + 0x800ef0],EDX | 00674FB0@006750BD TEST dword ptr [ECX*0x4 + 0x800ef0],EAX
0	00800F00	DAT_00800f00	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={4=4}; sites=0042E210@0042E612 TEST dword ptr [EAX*0x4 + 0x800f00],EDX | 0042F2B0@0042F6C6 TEST dword ptr [EAX*0x4 + 0x800f00],EDX | 0044B5F0@0044B7E8 TEST dword ptr [EAX*0x4 + 0x800f00],EDX | 00674FB0@006751D9 TEST dword ptr [ECX*0x4 + 0x800f00],EAX
0	00800F20	DAT_00800f20	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={4=3}; sites=0042E210@0042E992 TEST dword ptr [EAX*0x4 + 0x800f20],EDX | 0042F2B0@0042FC5A TEST dword ptr [EAX*0x4 + 0x800f20],EDX | 00674FB0@00675092 TEST dword ptr [ECX*0x4 + 0x800f20],EAX
0	00800F60	DAT_00800f60	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={4=3}; sites=0042E210@0042EABF TEST dword ptr [EAX*0x4 + 0x800f60],EDX | 0042F2B0@0042FE62 TEST dword ptr [EAX*0x4 + 0x800f60],EDX | 00674FB0@0067513C AND EAX,dword ptr [EDX*0x4 + 0x800f60]
0	00800FA0	DAT_00800fa0	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={16=1, 4=4}; sites=0042E210@0042E6AC TEST dword ptr [EAX*0x4 + 0x800fa0],EDX | 0042F2B0@0042F7CA TEST dword ptr [EAX*0x4 + 0x800fa0],EDX | 0044B5F0@0044B93E TEST dword ptr [EAX*0x4 + 0x800fa0],EDX | 00488890@004888C6 LEA ECX,[EAX + 0x800fa0] | 00674FB0@0067522F TEST dword ptr [ECX*0x4 + 0x800fa0],EAX
0	00800FE0	DAT_00800fe0	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={4=3}; sites=0042E210@0042E78C TEST dword ptr [EAX*0x4 + 0x800fe0],EDX | 0042F2B0@0042F950 TEST dword ptr [EAX*0x4 + 0x800fe0],EDX | 00674FB0@006752AE AND EAX,dword ptr [EDX*0x4 + 0x800fe0]
0	00800FF0	DAT_00800ff0	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={4=3}; sites=0042E210@0042E6F9 TEST dword ptr [EAX*0x4 + 0x800ff0],EDX | 0042F2B0@0042F84C TEST dword ptr [EAX*0x4 + 0x800ff0],EDX | 00674FB0@0067525A TEST dword ptr [ECX*0x4 + 0x800ff0],EAX
0	00801000	DAT_00801000	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={4=4}; sites=0042E210@0042E578 TEST dword ptr [EAX*0x4 + 0x801000],EDX | 0042F2B0@0042F5C2 TEST dword ptr [EAX*0x4 + 0x801000],EDX | 0044B5F0@0044B895 TEST dword ptr [EAX*0x4 + 0x801000],EDX | 00674FB0@00675183 TEST dword ptr [ECX*0x4 + 0x801000],EAX
0	00801010	DAT_00801010	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={4=4}; sites=0042E210@0042E5C5 TEST dword ptr [EAX*0x4 + 0x801010],EDX | 0042F2B0@0042F644 TEST dword ptr [EAX*0x4 + 0x801010],EDX | 0044B5F0@0044B9E7 TEST dword ptr [EAX*0x4 + 0x801010],EDX | 00674FB0@006751AE TEST dword ptr [ECX*0x4 + 0x801010],EAX
0	00801370	DAT_00801370	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={16=1, 4=3}; sites=0042E210@0042E65F TEST dword ptr [EAX*0x4 + 0x801370],EDX | 0042F2B0@0042F748 TEST dword ptr [EAX*0x4 + 0x801370],EDX | 00488890@00488916 LEA EAX,[EAX + 0x801370] | 00674FB0@00675204 TEST dword ptr [ECX*0x4 + 0x801370],EAX
0	008013E0	DAT_008013e0	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={4=3}; sites=0042E210@0042E8AB TEST dword ptr [EAX*0x4 + 0x8013e0],EDX | 0042F2B0@0042FAD4 TEST dword ptr [EAX*0x4 + 0x8013e0],EDX | 00674FB0@00675011 TEST dword ptr [ECX*0x4 + 0x8013e0],EAX
0	00801420	DAT_00801420	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={4=3}; sites=0042E210@0042E85E TEST dword ptr [EAX*0x4 + 0x801420],EDX | 0042F2B0@0042FA52 TEST dword ptr [EAX*0x4 + 0x801420],EDX | 00674FB0@00674FE6 TEST dword ptr [ECX*0x4 + 0x801420],EAX
0	00801430	DAT_00801430	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={4=3}; sites=0042E210@0042EA2C TEST dword ptr [EAX*0x4 + 0x801430],EDX | 0042F2B0@0042FD5E TEST dword ptr [EAX*0x4 + 0x801430],EDX | 00674FB0@006750E8 TEST dword ptr [ECX*0x4 + 0x801430],EAX
0	00801440	DAT_00801440	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={4=3}; sites=0042E210@0042EA79 TEST dword ptr [EAX*0x4 + 0x801440],EDX | 0042F2B0@0042FDE0 TEST dword ptr [EAX*0x4 + 0x801440],EDX | 00674FB0@00675113 TEST dword ptr [ECX*0x4 + 0x801440],EAX
0	00801490	DAT_00801490	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={4=3}; sites=0042E210@0042E945 TEST dword ptr [EAX*0x4 + 0x801490],EDX | 0042F2B0@0042FBD8 TEST dword ptr [EAX*0x4 + 0x801490],EDX | 00674FB0@00675067 TEST dword ptr [ECX*0x4 + 0x801490],EAX
1	008032F4	g_runtimeRecords_008032F4	ANALYSIS	/SubmarineTitans/Recovered/GlobalAggregates/RuntimeRecord_008032F4_0014 *32	4	g_runtimeRecords_008032F4	pointer:record:/SubmarineTitans/Recovered/GlobalAggregates/RuntimeRecord_008032F4_0014@20{0,field_0000,/int|4,field_0004,/int|12,field_000C,/int}	4	runtime_record_pointer	high	runtime pointer indexed with unique affine stride=0x14; fields=3; functions=2; sites=12; reads=10; writes=2
1	008032F8	g_runtimeRecords_008032F8	ANALYSIS	/SubmarineTitans/Recovered/GlobalAggregates/RuntimeRecord_008032F8_0014 *32	4	g_runtimeRecords_008032F8	pointer:record:/SubmarineTitans/Recovered/GlobalAggregates/RuntimeRecord_008032F8_0014@20{0,field_0000,/int|4,field_0004,/int|12,field_000C,/int}	4	runtime_record_pointer	high	runtime pointer indexed with unique affine stride=0x14; fields=3; functions=2; sites=14; reads=10; writes=4
1	00803300	g_runtimeRecords_00803300	ANALYSIS	/SubmarineTitans/Recovered/GlobalAggregates/RuntimeRecord_00803300_0014 *32	4	g_runtimeRecords_00803300	pointer:record:/SubmarineTitans/Recovered/GlobalAggregates/RuntimeRecord_00803300_0014@20{0,field_0000,/int|4,field_0004,/int|8,field_0008,/int|12,field_000C,/int}	4	runtime_record_pointer	high	runtime pointer indexed with unique affine stride=0x14; fields=4; functions=5; sites=23; reads=21; writes=2
1	00803310	g_runtimeRecords_00803310	ANALYSIS	/SubmarineTitans/Recovered/GlobalAggregates/RuntimeRecord_00803310_0014 *32	4	g_runtimeRecords_00803310	pointer:record:/SubmarineTitans/Recovered/GlobalAggregates/RuntimeRecord_00803310_0014@20{0,field_0000,/int|4,field_0004,/int|8,field_0008,/int|12,field_000C,/int|16,field_0010,/int}	4	runtime_record_pointer	high	runtime pointer indexed with unique affine stride=0x14; fields=5; functions=3; sites=12; reads=2; writes=10; index_global=0080338C
0	00807570	DAT_00807570	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={16=4}; sites=004A9540@004A9597 MOV EDX,dword ptr [ESI + 0x807570] | 0052D370@0052D435 MOV EDX,dword ptr [ECX + 0x807570] | 0052DD20@0052DDD6 MOV EAX,dword ptr [EDX + 0x807570] | 0056D740@0056D9BB MOV ECX,dword ptr [ESI + 0x807570]
1	008087C7	g_bulkInitializedRecords_008087C7	ANALYSIS	/SubmarineTitans/Recovered/GlobalAggregates/BulkInitializedRecord_008087C7[8]	648	g_bulkInitializedRecords_008087C7	array:8:record:/SubmarineTitans/Recovered/GlobalAggregates/BulkInitializedRecord_008087C7@81{0,field_0000,/byte|33,field_0021,/byte|34,field_0022,/byte|35,field_0023,/byte|36,field_0024,/uint|40,field_0028,/uint|44,field_002C,/uint|48,field_0030,/byte|57,field_0039,/byte|58,field_003A,/byte}	648	bulk_initialized_record_array	high	exact REP-STOS zero range=0x288; composed affine stride=0x51; records=8; fixed fields=10; independent functions=102; indexed sites=149; reads=384; writes=20; init sites=005D1400@005D1BCB zeroes 0x288 bytes at 008087C7 | 005D5560@005D5847 zeroes 0x288 bytes at 008087C7
1	00808A4F	g_playerRelationMatrix	ANALYSIS	/byte[8][8]	64	g_u8SquareMatrix8	array:8:array:8:/byte	64	binary_relation_matrix	high	byte SIB row scale=8; transposed index functions=51; binary comparisons=278; indexed sites=40; next primary symbol at exclusive end
0	00808AF0	DAT_00808af0	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={4=4}; sites=00521CF0@005221DE MOV EDI,dword ptr [ESI + 0x808af0] | 00521CF0@005222F9 MOV EDI,dword ptr [ESI + 0x808af0] | 00521CF0@005223F8 MOV ECX,dword ptr [EAX + 0x808af0] | 005505D0@0055071B MOV EDX,dword ptr [EDX*0x4 + 0x808af0]
0	00808AF4	DAT_00808af4	DEFAULT	/undefined1	1			0	indexed_global_candidate	review	SIB scales={4=8}; sites=0053AC00@0053AC8C MOV AL,byte ptr [EDX*0x4 + 0x808af4] | 0053AC00@0053ACDD MOV AL,byte ptr [ECX*0x4 + 0x808af4] | 0053AFB0@0053B24E MOV AL,byte ptr [EDI + 0x808af4] | 0053AFB0@0053B393 MOV AL,byte ptr [EDI + 0x808af4] | 0053AFB0@0053B723 MOV DL,byte ptr [EAX + 0x808af4] | 0053AFB0@0053B907 MOV CL,byte ptr [EDI + 0x808af4] | 005BE5B0@005BE77A CMP byte ptr [EAX + 0x808af4],CL | 005BE5B0@005BF048 CMP byte ptr [EAX + 0x808af4],DL
0	0080C943	DAT_0080c943	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={4=3}; sites=005BE5B0@005BF12F MOV EAX,dword ptr [ESI*0x4 + 0x80c943] | 005BE5B0@005BF188 MOV ECX,dword ptr [ESI*0x4 + 0x80c943] | 005BF860@005BFA32 MOV EAX,dword ptr [EDI*0x4 + 0x80c943]
0	0080C947	DAT_0080c947	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={4=5}; sites=005BE5B0@005BF12F MOV EAX,dword ptr [ESI*0x4 + 0x80c943] | 005BE5B0@005BF188 MOV ECX,dword ptr [ESI*0x4 + 0x80c943] | 005BF860@005BFA32 MOV EAX,dword ptr [EDI*0x4 + 0x80c943] | 005BF860@005BFA77 MOV EAX,dword ptr [EDI*0x4 + 0x80c943] | 00652810@00654036 MOV dword ptr [ECX*0x4 + 0x80c947],EDX
0	0080E43B	DAT_0080e43b	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={4=11}; sites=00652810@00652C99 MOV dword ptr [EAX*0x4 + 0x80e43b],EDX | 00652810@00652CB1 ADD dword ptr [EAX*0x4 + 0x80e43b],ECX | 00652810@00652CC9 SUB dword ptr [EAX*0x4 + 0x80e43b],EDX | 00652810@00652CDB MOV ECX,dword ptr [EAX*0x4 + 0x80e43b] | 00652810@00652CE9 MOV dword ptr [EAX*0x4 + 0x80e43b],ECX | 00652810@00652D1B MOV EAX,dword ptr [ECX*0x4 + 0x80e43b] | 00652810@00652D25 MOV dword ptr [ECX*0x4 + 0x80e43b],EAX | 00652810@00652D57 MOV EAX,dword ptr [ECX*0x4 + 0x80e43b] | 00652810@00652D61 MOV dword ptr [ECX*0x4 + 0x80e43b],EDX | 00652810@006530F6 MOV dword ptr [ECX*0x4 + 0x80e43b],EAX | 0066ACC0@0066B2E5 MOV EDX,dword ptr [ECX*0x4 + 0x80e43b]
0	0080EFD4	DAT_0080efd4	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={3=3, 4=3, 12=3}; sites=00683C70@0068A477 MOV EDI,dword ptr [ESI*0x4 + 0x80efd4] | 00683C70@0068A493 MOV EAX,dword ptr [ESI*0x4 + 0x80efd4] | 00683C70@0068A49B MOV dword ptr [ESI*0x4 + 0x80efd4],EAX
0	0080F168	DAT_0080f168	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={3=3, 4=3, 12=6}; sites=00683C70@0068A34B MOV EDI,dword ptr [ESI*0x4 + 0x80f168] | 00683C70@0068A367 MOV EAX,dword ptr [ESI*0x4 + 0x80f168] | 00683C70@0068A36F MOV dword ptr [ESI*0x4 + 0x80f168],EAX | 00683C70@0068A53F MOV EDI,dword ptr [EAX + 0x80f168] | 00683C70@0068A55A MOV EDX,dword ptr [EAX + 0x80f168] | 00683C70@0068A561 MOV dword ptr [EAX + 0x80f168],EDX
0	008110B0	DAT_008110b0	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={12=12}; sites=00683C70@0068A2F7 MOV ESI,dword ptr [EDX + 0x8110b0] | 00683C70@0068A305 MOV ESI,dword ptr [EDX + 0x8110b0] | 00683C70@0068A30C MOV dword ptr [EDX + 0x8110b0],ESI | 00683C70@0068A397 MOV ESI,dword ptr [EDX + 0x8110b0] | 00683C70@0068A3A5 MOV ESI,dword ptr [EDX + 0x8110b0] | 00683C70@0068A3AC MOV dword ptr [EDX + 0x8110b0],ESI | 00683C70@0068A42F MOV EDX,dword ptr [ECX + 0x8110b0] | 00683C70@0068A43D MOV ESI,dword ptr [ECX + 0x8110b0] | 00683C70@0068A444 MOV dword ptr [ECX + 0x8110b0],ESI | 00683C70@0068A51D MOV EDX,dword ptr [EAX + 0x8110b0] | 00683C70@0068A52B MOV EDX,dword ptr [EAX + 0x8110b0] | 00683C70@0068A532 MOV dword ptr [EAX + 0x8110b0],EDX
0	00811A7C	DAT_00811a7c	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={3=3, 4=3, 12=3}; sites=00683C70@00684692 MOV ECX,dword ptr [EAX*0x4 + 0x814590] | 00683C70@0068475B MOV ECX,dword ptr [EAX*0x4 + 0x814590] | 00683C70@0068487E MOV EDX,dword ptr [ECX*0x4 + 0x814590]
0	00811A94	DAT_00811a94	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={3=8, 4=8, 12=9}; sites=00683C70@006851CC MOV DX,word ptr [ECX + 0x811a94] | 00683C70@00685F0F MOV ECX,dword ptr [EAX*0x4 + 0x811a94] | 00683C70@00685FAB MOV CX,word ptr [EAX*0x4 + 0x811a94] | 00683C70@0068962F MOV EDX,dword ptr [ECX*0x4 + 0x811a94] | 00683C70@006896EC MOV ECX,dword ptr [EAX*0x4 + 0x811a94] | 00683C70@00689801 CMP dword ptr [EAX*0x4 + 0x811a94],0x2 | 00683C70@00689877 CMP dword ptr [EDX*0x4 + 0x811a94],0x2 | 00683C70@006898B0 CMP dword ptr [EDX*0x4 + 0x811a94],EDI | 00683C70@0068A26A CMP dword ptr [EAX*0x4 + 0x811a94],0x2
0	00811A98	DAT_00811a98	DEFAULT	/undefined4	4			0	indexed_global_candidate	review	SIB scales={3=2, 4=2, 12=4}; sites=00683C70@00684E08 MOV EDI,dword ptr [EAX*0x4 + 0x811a98] | 00683C70@00684E11 MOV dword ptr [EAX*0x4 + 0x811a98],EDI | 00683C70@00684F3E MOV EAX,dword ptr [ECX + 0x811a98] | 00683C70@00684F45 MOV dword ptr [ECX + 0x811a98],EAX
